Timestamp,Workflow ID,Company,Role,Platform,Location,ATS Score,Skill Match,Missing Skills,Recommendations,Status,Apply Link
2026-05-22T18:44:34.080943+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Accenture in India,BI Engineering Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small BI Engineering Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/bi-engineering-analyst-at-accenture-in-india-4416281816?position=2&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=TcdK7YtLqM8M1uCxoRAI%2Bg%3D%3D
2026-05-22T18:44:34.081659+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,BCG X,"Data Analyst, Predictive Analytics, India- X Delivery",LinkedIn,"Bengaluru, Karnataka, India",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-predictive-analytics-india-x-delivery-at-bcg-x-4415787414?position=3&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=1Kjj2HMMJn%2FplItB2QbTLQ%3D%3D
2026-05-22T18:44:34.082260+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Compass International Holdings,Business Intelligence Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Business Intelligence Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-compass-international-holdings-4410445293?position=5&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=7y7IzgE2x%2FfUElEIYX8foA%3D%3D
2026-05-22T18:44:34.082812+00:00,fcf90d1a-2158-40a5-b33a-929eae7d26e2,Accenture in India,Analytics and Modelor,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics and Modelor project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analytics-and-modelor-at-accenture-in-india-4405289754?position=1&pageNum=0&refId=c6v2DLMRg0S5dGQH%2F4685g%3D%3D&trackingId=UgfRRsqvakzHjHgOoYTx4Q%3D%3D
2026-05-22T18:45:20.566775+00:00,421efbf2-42fc-4191-a2ae-05befc940463,m360 Research,"Analyst – Reporting, Data Services",Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst – Reporting, Data Services project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=969dc9c74b214159&bb=aJa-q0WJDcZWb6HTvbjvDdyr8Xk9VVDTpMIyrQN_l_1pN9jMEl3JxmJFpGJvp8XJIKzlcq5JkmatWLX86TJNOW8PxIkJH1QXoNAGkGerzVpsh4kDAPdo6QjeLVNiPmN1&xkcb=SoBR67M3jooPbEgftL0IbzkdCdPP&fccid=4dfb4a7af1d52503&vjs=3
2026-05-22T18:45:20.567565+00:00,421efbf2-42fc-4191-a2ae-05befc940463,American Express,Analyst-Data Science,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst-Data Science project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analyst-data-science-at-american-express-4415688921?position=2&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=EdHwwuJH2qyjwKPp6RqS8Q%3D%3D
2026-05-22T18:45:20.568026+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Everbridge,Data Analyst (AI & Data Platform),LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst (AI & Data Platform) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-ai-data-platform-at-everbridge-4415755203?position=1&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=cuGQlYmhis5oLact%2F4qj2A%3D%3D
2026-05-22T18:45:20.568375+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Infosys,Data Analyst,LinkedIn,"Bengaluru East, Karnataka, India",68,83,Git,"Learn Git basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4398766299?position=4&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=I987%2F%2FlWgr76jIQ5wVk7zQ%3D%3D
2026-05-22T18:45:20.568941+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Bosch Group,Analytics Engineer - SQL & Data Visualization,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics Engineer - SQL & Data Visualization project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=1c7ef8f814813a2b&bb=aJa-q0WJDcZWb6HTvbjvDXpqpkaQdAb7DYaMlnEJl_bJ1z2NFZdNiSP5wwf4K46w0TasQZPBahETWsO286Ntsq67Yjm_cx0cW8hoY6LbK1TpdI9-TRXtO8sDTqn1EIk0&xkcb=SoDM67M3jooPbEgftL0LbzkdCdPP&fccid=a2faf1301ac6ad4b&vjs=3
2026-05-22T18:45:20.569378+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Basik Marketing,Data Analyst,Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=14cb5a0175f03420&bb=aJa-q0WJDcZWb6HTvbjvDXVzniZc0CpBM6qKeDMqVLo8knVdcUY_v_OnYpIn56KuwTAMS3rjLlPIbxrI1sf4EgbkQvDLTodscf1zZwA0X6LbcFeQ-pMRduU6AQr_uzE3&xkcb=SoB467M3jooPbEgftL0KbzkdCdPP&fccid=9dde0b414cf143cc&vjs=3
2026-05-22T18:45:20.569899+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Barracuda Networks Inc.,Data Analyst,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=199ad34a31463486&bb=aJa-q0WJDcZWb6HTvbjvDbXf6kHXMreT2MS5tKIrqy6FM7GGnFUa9dMhd4DjdlzzXvXJ3aTa1QxgsiKepcez_sO45DmsNtkv0l_2OmoQN_ScNwy6FpTo60mDmPN0cUiI&xkcb=SoDl67M3jooPbEgftL0JbzkdCdPP&fccid=d3a7adea49ff772d&vjs=3
2026-05-22T18:45:20.570308+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Boston Consulting Group,"Data Analyst, Predictive Analytics, India- X Delivery",Indeed,"Bengaluru, Karnataka",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=04d72fd75e660bdd&bb=aJa-q0WJDcZWb6HTvbjvDf1-pEGvam3hsokjnJqTRR3TESQxOZC11yrBCw0YaibKusA-qCwdsjDpc_HbNKSqM2PzRanh5zbhIvbHxipJjpvTIgdkKSPeb9QEDklqPjGK&xkcb=SoDf67M3jooPbEgftL0PbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3
2026-05-22T18:45:20.570778+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Pice®,Data Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-at-pice%C2%AE-4416086110?position=3&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=nglLIiz06tkp28g%2FT0fpjg%3D%3D
2026-05-22T18:45:20.571316+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Nykaa,Analyst - III,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst - III project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analyst-iii-at-nykaa-4412643622?position=5&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=MMYmYxqY9uNrAVAkMh5qBA%3D%3D
2026-05-22T18:45:20.572750+00:00,421efbf2-42fc-4191-a2ae-05befc940463,m360 Research,"Analyst – Reporting, Data Services",Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst – Reporting, Data Services project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=969dc9c74b214159&bb=aJa-q0WJDcZWb6HTvbjvDdyr8Xk9VVDTpMIyrQN_l_1pN9jMEl3JxmJFpGJvp8XJIKzlcq5JkmatWLX86TJNOW8PxIkJH1QXoNAGkGerzVpsh4kDAPdo6QjeLVNiPmN1&xkcb=SoBR67M3jooPbEgftL0IbzkdCdPP&fccid=4dfb4a7af1d52503&vjs=3
2026-05-22T18:45:20.573353+00:00,421efbf2-42fc-4191-a2ae-05befc940463,American Express,Analyst-Data Science,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst-Data Science project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analyst-data-science-at-american-express-4415688921?position=2&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=EdHwwuJH2qyjwKPp6RqS8Q%3D%3D
2026-05-22T18:45:20.573865+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Everbridge,Data Analyst (AI & Data Platform),LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst (AI & Data Platform) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-ai-data-platform-at-everbridge-4415755203?position=1&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=cuGQlYmhis5oLact%2F4qj2A%3D%3D
2026-05-22T18:45:20.574393+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Infosys,Data Analyst,LinkedIn,"Bengaluru East, Karnataka, India",68,83,Git,"Learn Git basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4398766299?position=4&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=I987%2F%2FlWgr76jIQ5wVk7zQ%3D%3D
2026-05-22T18:45:20.574932+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Bosch Group,Analytics Engineer - SQL & Data Visualization,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analytics Engineer - SQL & Data Visualization project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=1c7ef8f814813a2b&bb=aJa-q0WJDcZWb6HTvbjvDXpqpkaQdAb7DYaMlnEJl_bJ1z2NFZdNiSP5wwf4K46w0TasQZPBahETWsO286Ntsq67Yjm_cx0cW8hoY6LbK1TpdI9-TRXtO8sDTqn1EIk0&xkcb=SoDM67M3jooPbEgftL0LbzkdCdPP&fccid=a2faf1301ac6ad4b&vjs=3
2026-05-22T18:45:20.575658+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Basik Marketing,Data Analyst,Indeed,"Remote in Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=14cb5a0175f03420&bb=aJa-q0WJDcZWb6HTvbjvDXVzniZc0CpBM6qKeDMqVLo8knVdcUY_v_OnYpIn56KuwTAMS3rjLlPIbxrI1sf4EgbkQvDLTodscf1zZwA0X6LbcFeQ-pMRduU6AQr_uzE3&xkcb=SoB467M3jooPbEgftL0KbzkdCdPP&fccid=9dde0b414cf143cc&vjs=3
2026-05-22T18:45:20.576337+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Barracuda Networks Inc.,Data Analyst,Indeed,"Bengaluru, Karnataka",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=199ad34a31463486&bb=aJa-q0WJDcZWb6HTvbjvDbXf6kHXMreT2MS5tKIrqy6FM7GGnFUa9dMhd4DjdlzzXvXJ3aTa1QxgsiKepcez_sO45DmsNtkv0l_2OmoQN_ScNwy6FpTo60mDmPN0cUiI&xkcb=SoDl67M3jooPbEgftL0JbzkdCdPP&fccid=d3a7adea49ff772d&vjs=3
2026-05-22T18:45:20.577030+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Boston Consulting Group,"Data Analyst, Predictive Analytics, India- X Delivery",Indeed,"Bengaluru, Karnataka",68,68,"LangChain, OpenAI, LLM, Testing","Learn LangChain basics and add it naturally to a backend project. | Build a small Data Analyst, Predictive Analytics, India- X Delivery project that demonstrates OpenAI. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=04d72fd75e660bdd&bb=aJa-q0WJDcZWb6HTvbjvDf1-pEGvam3hsokjnJqTRR3TESQxOZC11yrBCw0YaibKusA-qCwdsjDpc_HbNKSqM2PzRanh5zbhIvbHxipJjpvTIgdkKSPeb9QEDklqPjGK&xkcb=SoDf67M3jooPbEgftL0PbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3
2026-05-22T18:45:20.577645+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Pice®,Data Analyst,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Data Analyst project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/data-analyst-at-pice%C2%AE-4416086110?position=3&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=nglLIiz06tkp28g%2FT0fpjg%3D%3D
2026-05-22T18:45:20.578040+00:00,421efbf2-42fc-4191-a2ae-05befc940463,Nykaa,Analyst - III,LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small Analyst - III project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/analyst-iii-at-nykaa-4412643622?position=5&pageNum=0&refId=DzcxyMHBVeHClzQR7lMu5g%3D%3D&trackingId=MMYmYxqY9uNrAVAkMh5qBA%3D%3D
2026-05-23T04:57:52.992585+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Bhanzu,SDE 1 - Backend,Indeed,"HSR Layout, Bengaluru, Karnataka",68,68,"Docker, AWS, PostgreSQL, REST, Microservices","Learn Docker basics and add it naturally to a backend project. | Build a small SDE 1 - Backend project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=c1ee10cd004fa915&bb=vTfl6N2ifoiXXUSZmH7RFsSj4o9S7JroayjioCje5s4pqW5_Zc6BF3m88EwWpgbeb-C6H7QOzyth3ji8C2jokBUfoPzl6nuJSTjWReRKjAeE42mfkgTZ_UbULoXSSnUP&xkcb=SoCm67M3jpuFDNTCXp0LbzkdCdPP&fccid=000d89e3bdeff371&cmp=Bhanzu&ti=Software+Engineer&vjs=3
2026-05-23T04:57:52.995252+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,MyGate,SDE- 1 (Backend),Indeed,"Bengaluru, Karnataka",68,68,"REST, Microservices, Git, Testing","Learn REST basics and add it naturally to a backend project. | Build a small SDE- 1 (Backend) project that demonstrates Microservices. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=f4dbd2b94a54ca49&bb=vTfl6N2ifoiXXUSZmH7RFrn2fqVy8Yy-u97eOIzaDjcXQF9ztNAi8GIEDH9vhZ1J6zyS8zney9mjScM6RqWDlRvM8Mnlo5t6U5dp11ZskVesVGaUoqP63SG-AHfvu4oh&xkcb=SoCP67M3jpuFDNTCXp0JbzkdCdPP&fccid=3eec525cf0d83484&vjs=3
2026-05-23T04:57:52.995899+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Twinleaves Retail Ecommerce India,Frontend SDE 1,Indeed,"Bengaluru, Karnataka",68,86,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small Frontend SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=a954246da5037126&bb=vTfl6N2ifoiXXUSZmH7RFqHPolu9GA2mCNMn8LKgKPV1VCYi29Kb0tPuUHwIG7AM-VR0XxD9OjB9HccJZuft7gVXUM96Vu4FAWwieFagUJtaBkmmXkdPTeeAuAB1xhez&xkcb=SoAS67M3jpuFDNTCXp0KbzkdCdPP&fccid=db82b946884f4d82&vjs=3
2026-05-23T04:57:52.996954+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Licious,SDE 1 (Backend),LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small SDE 1 (Backend) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-backend-at-licious-4404739362?position=1&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=FEAgz8U%2BTZ1LJcTYqto98w%3D%3D
2026-05-23T04:57:52.998345+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Licious,SDE 1 - Frontend (Web),LinkedIn,"Bengaluru, Karnataka, India",68,83,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small SDE 1 - Frontend (Web) project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-frontend-web-at-licious-4413509644?position=2&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=YlxouOm%2B8GaUpwCMGh9w2w%3D%3D
2026-05-23T04:57:52.998866+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,GIVA,SDE 1,LinkedIn,"Bangalore Urban, Karnataka, India",68,83,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-at-giva-4407186956?position=3&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=buE%2FYsZE4YetAjA%2FpWYKWw%3D%3D
2026-05-23T04:57:52.999876+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,ABC Tech,SDE 1,Mock,Bangalore,68,86,REST,"Learn REST basics and add it naturally to a backend project. | Build a small SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://www.linkedin.com/jobs/search/
2026-05-23T04:57:53.000656+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Cloudlane,Node.js Engineer,Mock,Remote,68,83,Observability,"Learn Observability basics and add it naturally to a backend project. | Build a small Node.js Engineer project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://www.naukri.com/backend-developer-jobs
2026-05-23T04:57:53.001226+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,NovaStack,API Platform Engineer,Mock,Bangalore,68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small API Platform Engineer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/jobs?q=backend+developer
2026-05-23T04:57:53.001666+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,FinGrid,Backend Software Engineer,Mock,Remote,68,83,CI/CD,"Learn CI/CD basics and add it naturally to a backend project. | Build a small Backend Software Engineer project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,
2026-05-23T04:57:53.003995+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Bhanzu,SDE 1 - Backend,Indeed,"HSR Layout, Bengaluru, Karnataka",68,68,"Docker, AWS, PostgreSQL, REST, Microservices","Learn Docker basics and add it naturally to a backend project. | Build a small SDE 1 - Backend project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=c1ee10cd004fa915&bb=vTfl6N2ifoiXXUSZmH7RFsSj4o9S7JroayjioCje5s4pqW5_Zc6BF3m88EwWpgbeb-C6H7QOzyth3ji8C2jokBUfoPzl6nuJSTjWReRKjAeE42mfkgTZ_UbULoXSSnUP&xkcb=SoCm67M3jpuFDNTCXp0LbzkdCdPP&fccid=000d89e3bdeff371&cmp=Bhanzu&ti=Software+Engineer&vjs=3
2026-05-23T04:57:53.005135+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,MyGate,SDE- 1 (Backend),Indeed,"Bengaluru, Karnataka",68,68,"REST, Microservices, Git, Testing","Learn REST basics and add it naturally to a backend project. | Build a small SDE- 1 (Backend) project that demonstrates Microservices. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=f4dbd2b94a54ca49&bb=vTfl6N2ifoiXXUSZmH7RFrn2fqVy8Yy-u97eOIzaDjcXQF9ztNAi8GIEDH9vhZ1J6zyS8zney9mjScM6RqWDlRvM8Mnlo5t6U5dp11ZskVesVGaUoqP63SG-AHfvu4oh&xkcb=SoCP67M3jpuFDNTCXp0JbzkdCdPP&fccid=3eec525cf0d83484&vjs=3
2026-05-23T04:57:53.005654+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Twinleaves Retail Ecommerce India,Frontend SDE 1,Indeed,"Bengaluru, Karnataka",68,86,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small Frontend SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/rc/clk?jk=a954246da5037126&bb=vTfl6N2ifoiXXUSZmH7RFqHPolu9GA2mCNMn8LKgKPV1VCYi29Kb0tPuUHwIG7AM-VR0XxD9OjB9HccJZuft7gVXUM96Vu4FAWwieFagUJtaBkmmXkdPTeeAuAB1xhez&xkcb=SoAS67M3jpuFDNTCXp0KbzkdCdPP&fccid=db82b946884f4d82&vjs=3
2026-05-23T04:57:53.006103+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Licious,SDE 1 (Backend),LinkedIn,"Bengaluru, Karnataka, India",68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small SDE 1 (Backend) project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-backend-at-licious-4404739362?position=1&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=FEAgz8U%2BTZ1LJcTYqto98w%3D%3D
2026-05-23T04:57:53.006720+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Licious,SDE 1 - Frontend (Web),LinkedIn,"Bengaluru, Karnataka, India",68,83,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small SDE 1 - Frontend (Web) project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-frontend-web-at-licious-4413509644?position=2&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=YlxouOm%2B8GaUpwCMGh9w2w%3D%3D
2026-05-23T04:57:53.007258+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,GIVA,SDE 1,LinkedIn,"Bangalore Urban, Karnataka, India",68,83,Testing,"Learn Testing basics and add it naturally to a backend project. | Build a small SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.linkedin.com/jobs/view/sde-1-at-giva-4407186956?position=3&pageNum=0&refId=oPvhIfkQyJdnwMC9qovTfQ%3D%3D&trackingId=buE%2FYsZE4YetAjA%2FpWYKWw%3D%3D
2026-05-23T04:57:53.007765+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,ABC Tech,SDE 1,Mock,Bangalore,68,86,REST,"Learn REST basics and add it naturally to a backend project. | Build a small SDE 1 project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://www.linkedin.com/jobs/search/
2026-05-23T04:57:53.008107+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,Cloudlane,Node.js Engineer,Mock,Remote,68,83,Observability,"Learn Observability basics and add it naturally to a backend project. | Build a small Node.js Engineer project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://www.naukri.com/backend-developer-jobs
2026-05-23T04:57:53.009103+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,NovaStack,API Platform Engineer,Mock,Bangalore,68,100,"Docker, Kubernetes","Learn Docker basics and add it naturally to a backend project. | Build a small API Platform Engineer project that demonstrates Kubernetes. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,https://in.indeed.com/jobs?q=backend+developer
2026-05-23T04:57:53.009967+00:00,39b6b02d-a7f4-407c-90c5-ea056019bb0e,FinGrid,Backend Software Engineer,Mock,Remote,68,83,CI/CD,"Learn CI/CD basics and add it naturally to a backend project. | Build a small Backend Software Engineer project that demonstrates AWS. | Add measurable impact bullets for APIs, reliability, and deployments.",waiting_for_human_review,
